"CruiseHaul","survey","maturity","maturity_table","sex","fork_length","matcode","latitude","longitude","year","datetime","yday","is_spsp","is_mature","mat5stage","weight"
"198402-6",198402,"Developing",3,"Female",31,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Immature",3,"Female",23,1,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Immature",1
"198402-6",198402,"Developing",3,"Female",33,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Developing",3,"Female",33,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Prespawning",3,"Female",47,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",46,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",47,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Developing",3,"Female",37,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Prespawning",3,"Female",50,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",49,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",33,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Immature",3,"Female",24,1,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Immature",1
"198402-6",198402,"Prespawning",3,"Female",47,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",43,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Developing",3,"Female",33,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Developing",3,"Female",34,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Prespawning",3,"Female",47,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",52,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",52,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Developing",3,"Female",32,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Prespawning",3,"Female",44,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Developing",3,"Female",32,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Prespawning",3,"Female",46,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",50,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Developing",3,"Female",35,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Prespawning",3,"Female",39,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",41,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",42,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",45,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Developing",3,"Female",34,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Prespawning",3,"Female",44,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",45,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Developing",3,"Female",32,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Prespawning",3,"Female",44,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",47,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",46,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",55,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Immature",3,"Female",25,1,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Immature",1
"198402-6",198402,"Prespawning",3,"Female",40,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",45,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",41,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Immature",3,"Female",25,1,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Immature",1
"198402-6",198402,"Prespawning",3,"Female",44,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Developing",3,"Female",25,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Prespawning",3,"Female",42,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Developing",3,"Female",31,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Developing",3,"Female",25,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Prespawning",3,"Female",49,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",48,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",45,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",49,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",48,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Developing",3,"Female",29,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Prespawning",3,"Female",45,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Developing",3,"Female",25,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Developing",3,"Female",32,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Developing",3,"Female",31,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Prespawning",3,"Female",48,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",48,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",46,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",46,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",44,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",46,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Developing",3,"Female",28,2,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,0,"Developing",1
"198402-6",198402,"Prespawning",3,"Female",47,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",46,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",50,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",53,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",53,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",45,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-6",198402,"Prespawning",3,"Female",46,3,57.18583,-155.48067,1984,1984-03-06 12:00:00,66,0,1,"Prespawning",1
"198402-7",198402,"Developing",3,"Female",25,2,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,0,"Developing",1
"198402-7",198402,"Prespawning",3,"Female",43,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",49,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",48,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",41,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",47,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",41,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",48,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",43,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",40,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",42,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",44,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Developing",3,"Female",32,2,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,0,"Developing",1
"198402-7",198402,"Prespawning",3,"Female",44,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",47,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",44,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",43,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",42,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",41,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",50,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",51,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",50,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",44,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",39,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",50,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",43,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",49,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",41,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Developing",3,"Female",41,2,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,0,"Developing",1
"198402-7",198402,"Prespawning",3,"Female",47,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",50,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",44,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",41,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",50,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",43,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",44,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",48,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",45,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",51,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Developing",3,"Female",25,2,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,0,"Developing",1
"198402-7",198402,"Prespawning",3,"Female",45,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",44,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",50,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",48,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",46,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",40,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",45,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",46,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",49,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Developing",3,"Female",32,2,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,0,"Developing",1
"198402-7",198402,"Prespawning",3,"Female",46,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Developing",3,"Female",35,2,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,0,"Developing",1
"198402-7",198402,"Prespawning",3,"Female",47,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Developing",3,"Female",34,2,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,0,"Developing",1
"198402-7",198402,"Prespawning",3,"Female",47,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",40,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",46,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Developing",3,"Female",34,2,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,0,"Developing",1
"198402-7",198402,"Prespawning",3,"Female",46,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",47,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",47,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",43,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Developing",3,"Female",32,2,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,0,"Developing",1
"198402-7",198402,"Prespawning",3,"Female",45,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Prespawning",3,"Female",44,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Developing",3,"Female",33,2,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,0,"Developing",1
"198402-7",198402,"Developing",3,"Female",34,2,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,0,"Developing",1
"198402-7",198402,"Prespawning",3,"Female",44,3,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,1,"Prespawning",1
"198402-7",198402,"Developing",3,"Female",32,2,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,0,"Developing",1
"198402-7",198402,"Developing",3,"Female",35,2,56.829,-155.53167,1984,1984-03-07 13:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",28,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",31,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Prespawning",3,"Female",36,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",49,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",49,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Developing",3,"Female",28,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",33,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",26,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Prespawning",3,"Female",42,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",50,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Immature",3,"Female",26,1,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Immature",1
"198402-8",198402,"Developing",3,"Female",32,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Prespawning",3,"Female",40,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",50,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",50,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",33,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",57,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",42,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Developing",3,"Female",32,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Prespawning",3,"Female",52,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",52,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Developing",3,"Female",31,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Prespawning",3,"Female",41,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Developing",3,"Female",31,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",35,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Prespawning",3,"Female",47,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Developing",3,"Female",30,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Prespawning",3,"Female",49,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",42,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",41,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",55,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Developing",3,"Female",28,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Prespawning",3,"Female",47,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Developing",3,"Female",25,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Prespawning",3,"Female",49,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",51,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",44,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Developing",3,"Female",30,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",25,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Prespawning",3,"Female",48,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Developing",3,"Female",29,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",30,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Prespawning",3,"Female",48,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",46,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",48,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Developing",3,"Female",33,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Prespawning",3,"Female",53,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",40,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Developing",3,"Female",25,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Prespawning",3,"Female",47,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",44,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",41,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",46,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",45,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Prespawning",3,"Female",50,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Developing",3,"Female",32,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",32,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",31,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",30,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",34,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",31,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",32,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",34,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",30,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",34,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Developing",3,"Female",35,2,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Developing",1
"198402-8",198402,"Prespawning",3,"Female",46,3,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,1,"Prespawning",1
"198402-8",198402,"Immature",3,"Female",25,1,56.82083,-155.52917,1984,1984-03-07 14:00:00,67,0,0,"Immature",1
